photo_id,filename,x1,y1,x2,y2,conf,blur_score,task,Score A,Score B,Score C,Load Factor,Activity score,Coupling Factor,RScore A,RScoreB,RScoreC,Frebascore
1284,1_VID_20231026_124349435__f012369__t147.jpg,1483.937866,560.2763672,1690.601685,879.0209351,0.815435052,289.5644429,DEM,5,4,5,2.0,1.0,1.0,7.0,5.0,9.0,10.0
1286,1_VID_20231026_124349435__f012394__t045.jpg,1118.405762,431.7668762,1309.042969,808.8710327,0.85735333,299.1900154,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
1288,1_VID_20231026_124349435__f012396__t036.jpg,966.7490845,405.5080566,1127.680054,804.3030396,0.864544094,296.870323,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
1289,1_VID_20231026_124349435__f012423__t116.jpg,56.92934418,451.0724182,331.0679932,950.6786499,0.898187399,284.156332,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
1290,1_VID_20231026_124349435__f012428__t132.jpg,321.1298828,423.6109009,523.2792969,919.0577393,0.818059206,279.6930617,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
1291,1_VID_20231026_124349435__f012428__t141.jpg,505.1083069,489.9409485,702.3181152,852.3790283,0.544623435,279.6930617,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
1293,1_VID_20231026_124349435__f012459__t147.jpg,1458.112061,455.7710876,1680.992432,784.7937012,0.898320913,287.4471092,DEM,6,5,8,2.0,1.0,1.0,8.0,6.0,10.0,11.0
1294,1_VID_20231026_124349435__f012484__t045.jpg,1161.719727,368.9837952,1346.098022,733.3291016,0.849424422,287.0494665,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
1295,1_VID_20231026_124349435__f012486__t036.jpg,989.9430542,336.9059448,1189.054199,741.7861938,0.850994885,286.1018198,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
1296,1_VID_20231026_124349435__f012513__t116.jpg,99.21242523,432.2138062,373.7706909,909.1946411,0.867763579,289.0331141,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
1298,1_VID_20231026_124349435__f012518__t132.jpg,250.3763428,319.0345764,482.6676025,898.5900879,0.771803021,285.8444689,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
1299,1_VID_20231026_124349435__f012519__t141.jpg,509.2631226,322.9611206,717.3234863,778.9822388,0.817305088,288.6582571,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
1301,1_VID_20231026_124349435__f012549__t147.jpg,1459.331543,478.8817749,1708.891968,794.8057861,0.786951721,286.4733757,DEM,6,5,8,2.0,1.0,1.0,8.0,6.0,10.0,11.0
1302,1_VID_20231026_124349435__f012574__t045.jpg,1140.517456,339.6152039,1325.423584,760.8729858,0.881145775,277.6061391,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
1304,1_VID_20231026_124349435__f012576__t036.jpg,948.7391357,334.7563171,1100.578369,754.9326782,0.851344943,284.5919492,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
1305,2_3 Demolishers__f000061__t002.jpg,161.5576935,472.1016846,334.5794678,720.7351074,0.823161542,1125.22102,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
1307,2_3 Demolishers__f000069__t001.jpg,566.1914063,204.5162048,712.8855591,653.2776489,0.835165799,1109.606919,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
1312,2_3 Demolishers__f000249__t001.jpg,588.2354736,176.4982452,747.7994995,621.7079468,0.879959881,1088.782226,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
1314,2_3 Demolishers__f000429__t001.jpg,602.0776978,160.8206635,761.0941772,612.3846436,0.864702165,1134.843393,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
1317,2_3 Demolishers__f000609__t001.jpg,603.2276001,156.3959351,769.5115356,604.2003174,0.877126873,1227.182296,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
1321,2_3 Demolishers__f000789__t001.jpg,638.2044067,195.1936798,816.6156006,597.4770508,0.917882085,1039.480403,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
1325,2_3 Demolishers__f001149__t001.jpg,601.9749146,375.7966003,752.9443359,626.7024536,0.763905883,581.1167655,DEM,5,1,4,2.0,1.0,1.0,7.0,2.0,7.0,8.0
1326,2_3 Demolishers__f001195__t002.jpg,279.6185913,426.1969604,431.901825,642.3952026,0.866444468,804.3817678,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
1330,2_3 Demolishers__f001319__t002.jpg,212.5946045,499.2044067,416.6460266,710.1939087,0.657090187,306.1591618,DEM,6,1,6,2.0,1.0,1.0,8.0,2.0,8.0,9.0
1331,2_3 Demolishers__f001329__t001.jpg,543.3945313,407.5604553,685.484436,634.1677856,0.853103161,600.9414871,DEM,5,4,5,2.0,1.0,1.0,7.0,5.0,9.0,10.0
1332,2_3 Demolishers__f001426__t011.jpg,226.2829132,447.7963562,395.5530396,697.744751,0.847751617,995.0977397,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
1333,2_3 Demolishers__f001509__t001.jpg,545.6760864,408.1653442,701.2560425,643.6717529,0.848419428,976.3529538,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
1334,2_3 Demolishers__f001606__t011.jpg,248.8154602,463.6343384,407.5531616,693.3565674,0.825095296,935.2593078,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
1337,2_3 Demolishers__f001689__t001.jpg,553.9741211,411.2384338,707.3345947,624.9481201,0.863869369,1074.167713,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
1339,2_3 Demolishers__f001786__t011.jpg,240.0803833,451.815918,396.8209229,668.1173096,0.848185182,802.3769577,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
1342,2_3 Demolishers__f001869__t001.jpg,535.0540771,404.6572266,707.3521729,661.5176392,0.84578687,1019.183955,DEM,5,4,5,2.0,1.0,1.0,7.0,5.0,9.0,10.0
1344,2_3 Demolishers__f001966__t011.jpg,230.219986,447.2198486,386.0594788,703.6573486,0.867406249,694.0399783,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
1347,2_3 Demolishers__f002049__t001.jpg,582.019104,368.3643799,779.5942383,612.3733521,0.889643133,1110.49855,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
1349,2_3 Demolishers__f002146__t011.jpg,267.3512878,430.6742249,437.7015686,649.8803101,0.841371596,1106.444654,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
1351,2_3 Demolishers__f002229__t001.jpg,580.0162964,349.4694519,721.1960449,603.2694702,0.846865475,1124.663813,DEM,5,4,5,2.0,1.0,1.0,7.0,5.0,9.0,10.0
1353,2_3 Demolishers__f002326__t011.jpg,250.3796844,414.4656982,423.2184753,654.9642334,0.888115764,1119.351137,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
1354,2_3 Demolishers__f002409__t001.jpg,545.0428467,353.8420715,707.8214722,609.1911621,0.83469075,1027.26815,DEM,6,1,6,2.0,1.0,1.0,8.0,2.0,8.0,9.0
1356,2_3 Demolishers__f002506__t011.jpg,225.0123444,409.2519836,408.1833801,649.9721069,0.871691287,1029.65784,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
1357,2_3 Demolishers__f002589__t001.jpg,539.4200439,347.1615601,700.7403564,608.5961304,0.81171006,864.2607904,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
1359,2_3 Demolishers__f002686__t011.jpg,249.6087036,420.3936462,431.6389465,655.8938599,0.841991007,1091.131664,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
1360,2_3 Demolishers__f002769__t001.jpg,538.3190308,331.9810486,702.845459,571.8261719,0.85634768,1117.090636,DEM,5,1,4,2.0,1.0,1.0,7.0,2.0,7.0,8.0
1362,2_3 Demolishers__f002866__t011.jpg,276.6233215,398.9978333,436.4820251,642.2816772,0.844528496,775.5664721,DEM,5,4,5,2.0,1.0,1.0,7.0,5.0,9.0,10.0
1363,2_3 Demolishers__f002949__t001.jpg,620.5276489,336.9095764,766.5001831,547.2609253,0.841065168,444.7863781,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
1365,2_3 Demolishers__f003046__t011.jpg,238.3508301,454.17453,421.2143555,694.3352051,0.814181626,559.2372014,DEM,2,2,2,2.0,1.0,1.0,4.0,3.0,4.0,5.0
1366,2_3 Demolishers__f003129__t001.jpg,509.5059509,271.37677,646.7150879,521.6483765,0.831771851,802.0924334,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
1368,2_3 Demolishers__f003226__t011.jpg,225.5980988,354.8327026,423.6267395,589.0717163,0.833581984,1047.416892,DEM,8,2,8,2.0,1.0,1.0,10.0,3.0,10.0,11.0
1369,2_3 Demolishers__f003309__t001.jpg,505.89328,276.7709045,645.6218872,506.1281128,0.868897557,1067.794411,DEM,5,4,5,2.0,1.0,1.0,7.0,5.0,9.0,10.0
1371,2_3 Demolishers__f003406__t011.jpg,212.8417511,347.3640442,387.663269,600.9199829,0.847306013,1034.463719,DEM,8,2,8,2.0,1.0,1.0,10.0,3.0,10.0,11.0
1372,2_3 Demolishers__f003489__t001.jpg,483.489502,265.7304077,634.9345093,497.3013306,0.857728839,1076.926637,DEM,5,4,5,2.0,1.0,1.0,7.0,5.0,9.0,10.0
1374,2_3 Demolishers__f003586__t011.jpg,219.8909912,337.6669312,432.7368469,586.1530762,0.816439509,646.9291135,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
1375,2_3 Demolishers__f003669__t001.jpg,425.1984863,287.4684448,565.4424438,524.8690186,0.850212395,834.3779296,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
1377,2_3 Demolishers__f003766__t011.jpg,156.8498688,369.510498,328.448822,616.2727051,0.845773995,1095.285185,DEM,8,2,8,2.0,1.0,1.0,10.0,3.0,10.0,11.0
1378,2_3 Demolishers__f003849__t001.jpg,453.75,301.4923401,588.3013306,537.7143555,0.867299557,1067.895089,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
1380,2_3 Demolishers__f003946__t011.jpg,193.4729004,389.9958496,401.4402466,625.2120361,0.843912303,1085.984433,DEM,8,2,8,2.0,1.0,1.0,10.0,3.0,10.0,11.0
1381,2_3 Demolishers__f004029__t001.jpg,465.8586731,279.8926086,606.8441772,527.5628662,0.829020739,1091.651549,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
1382,2_3 Demolishers__f004100__t014.jpg,638.6538696,256.4602356,838.0048828,571.3267212,0.835844338,1070.28429,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
1383,2_3 Demolishers__f004126__t011.jpg,197.4941101,378.1109619,404.2335815,602.5974121,0.869931102,1073.913745,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
1384,2_3 Demolishers__f004209__t001.jpg,483.0328674,313.982666,628.7914429,531.8449707,0.800090492,1159.720981,DEM,5,4,5,2.0,1.0,1.0,7.0,5.0,9.0,10.0
1385,2_3 Demolishers__f004280__t014.jpg,620.5513306,286.3174133,847.1518555,576.5220337,0.741658866,1188.682371,DEM,8,5,10,2.0,1.0,1.0,10.0,6.0,11.0,12.0
1386,2_3 Demolishers__f004306__t011.jpg,198.5153656,376.3952332,406.2008972,611.5772095,0.871481597,1173.089486,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
1387,2_3 Demolishers__f004389__t001.jpg,484.8989258,335.0854797,608.755127,542.7825928,0.774843276,1168.851111,DEM,6,5,8,2.0,1.0,1.0,8.0,6.0,10.0,11.0
1388,2_3 Demolishers__f004460__t014.jpg,605.3813477,307.9388123,837.8430176,577.2947388,0.508546829,1082.897521,DEM,8,5,10,2.0,1.0,1.0,10.0,6.0,11.0,12.0
1389,2_3 Demolishers__f004486__t011.jpg,208.1944427,391.9303894,394.8592529,611.637207,0.883098006,1044.383504,DEM,5,4,5,2.0,1.0,1.0,7.0,5.0,9.0,10.0
1390,2_3 Demolishers__f004569__t001.jpg,467.8044128,313.7392273,619.1311646,538.7467651,0.824270368,1115.537955,DEM,5,4,5,2.0,1.0,1.0,7.0,5.0,9.0,10.0
1391,2_3 Demolishers__f004640__t014.jpg,646.3753052,298.425415,851.9832764,574.1247559,0.852757156,997.0722493,DEM,8,5,10,2.0,1.0,1.0,10.0,6.0,11.0,12.0
1392,2_3 Demolishers__f004666__t011.jpg,208.8529205,372.661377,446.3024902,605.4780884,0.861405611,1039.711237,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
1393,2_3 Demolishers__f004749__t001.jpg,460.2573242,301.4102783,599.4136963,524.4356079,0.799774289,1059.988393,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
1394,2_3 Demolishers__f004820__t014.jpg,655.6444702,283.3501892,851.6444092,556.9577026,0.761782169,1163.558459,DEM,8,5,10,2.0,1.0,1.0,10.0,6.0,11.0,12.0
1395,2_3 Demolishers__f004846__t011.jpg,208.6756897,349.1973267,397.8848877,590.3339233,0.867890894,1170.017839,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
1396,2_3 Demolishers__f004929__t001.jpg,453.9405212,299.9439392,614.2908325,521.1843872,0.82287693,1123.047351,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
1397,2_3 Demolishers__f005000__t014.jpg,657.3602295,291.6195679,850.1278687,563.9094849,0.759057939,1134.845087,DEM,8,5,10,2.0,1.0,1.0,10.0,6.0,11.0,12.0
1398,2_3 Demolishers__f005026__t011.jpg,201.7789001,350.377533,388.4375916,593.4749756,0.839055896,1096.524555,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
1399,2_3 Demolishers__f005109__t001.jpg,470.3093872,327.7147522,598.8924561,554.6880493,0.815080047,1066.091807,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
1400,2_3 Demolishers__f005180__t014.jpg,673.3109741,311.3356934,842.9145508,573.2024536,0.840068817,1077.010781,DEM,8,5,10,2.0,1.0,1.0,10.0,6.0,11.0,12.0
1401,2_3 Demolishers__f005206__t011.jpg,202.4256897,352.831665,378.8083496,609.1078491,0.848133504,1118.814866,DEM,6,1,6,2.0,1.0,1.0,8.0,2.0,8.0,9.0
1402,2_3 Demolishers__f005289__t001.jpg,467.6190186,321.721283,603.2646484,569.0369263,0.845171452,1131.243578,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
1403,2_3 Demolishers__f005360__t014.jpg,670.2966309,302.7947998,843.6739502,574.1513672,0.758600771,1127.463628,DEM,8,5,10,2.0,1.0,1.0,10.0,6.0,11.0,12.0
1404,2_3 Demolishers__f005386__t011.jpg,202.5488892,381.7355957,380.2304077,619.8378296,0.856335878,1100.205232,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
1405,2_3 Demolishers__f005469__t001.jpg,474.9589844,328.2810364,615.3969727,572.4199219,0.857990026,1081.090866,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
1407,2_3 Demolishers__f005566__t011.jpg,208.4096527,414.760376,381.2528992,627.3027954,0.842383504,1090.617955,DEM,8,4,9,2.0,1.0,1.0,10.0,5.0,11.0,12.0
1408,2_3 Demolishers__f005649__t001.jpg,536.199585,390.4683228,675.7277222,630.4628906,0.823817015,242.5049204,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
1410,2_3 Demolishers__f005746__t011.jpg,203.7683411,433.17453,413.1289673,679.1566772,0.787709713,146.0438698,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
1411,2_3 Demolishers__f005829__t001.jpg,432.5040283,585.7750244,569.6653442,806.5924072,0.851186037,473.2778771,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
1413,2_3 Demolishers__f005926__t011.jpg,240.9785767,608.3481445,448.4623413,823.9743042,0.838040948,1022.204071,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
1414,2_3 Demolishers__f006007__t011.jpg,137.2056427,517.6276245,393.3646851,805.9373169,0.877219617,334.6824704,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
1415,2_3 Demolishers__f006014__t001.jpg,453.9030457,455.098175,667.5734863,762.7893066,0.839496493,231.7818241,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
1416,2_3 Demolishers__f006016__t014.jpg,748.1112061,448.9061584,998.5899048,808.6865234,0.838733673,244.7552966,DEM,7,5,9,2.0,1.0,1.0,9.0,6.0,10.0,11.0
1417,2_3 Demolishers__f006187__t011.jpg,2.080660105,511.5632019,278.5422363,847.2394409,0.871804655,329.4005314,DEM,8,2,8,2.0,1.0,1.0,10.0,3.0,10.0,11.0
1419,2_3 Demolishers__f006196__t014.jpg,689.2869873,436.1286926,947.3236694,846.9584351,0.764598906,272.9663102,DEM,7,5,9,2.0,1.0,1.0,9.0,6.0,10.0,11.0
1421,2_3 Demolishers__f006374__t001.jpg,366.190033,460.6657715,608.3761597,790.0369263,0.869067669,340.8095542,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
1422,2_3 Demolishers__f006376__t014.jpg,700.0211792,417.1257935,956.8376465,826.0317993,0.816067398,267.9071516,DEM,7,5,9,2.0,1.0,1.0,9.0,6.0,10.0,11.0
1423,2_3 Demolishers__f006547__t011.jpg,66.89732361,518.8879395,431.8937073,840.1870117,0.851353049,361.4807387,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
1425,2_3 Demolishers__f006556__t014.jpg,747.1514282,433.9670715,999.7299805,824.2573242,0.825738072,387.9931971,DEM,7,5,9,2.0,1.0,1.0,9.0,6.0,10.0,11.0
1426,2_3 Demolishers__f006727__t011.jpg,137.8777313,530.0513916,417.7234802,881.0386963,0.851577342,387.3596668,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
1428,2_3 Demolishers__f006736__t014.jpg,722.9119263,445.8656921,986.6531982,863.041748,0.643047571,360.8188079,DEM,8,5,10,2.0,1.0,1.0,10.0,6.0,11.0,12.0
1432,2_3 Demolishers__f007087__t011.jpg,65.19304657,616.4624023,381.2989197,937.3742065,0.865368068,356.5970604,DEM,8,4,9,2.0,1.0,1.0,10.0,5.0,11.0,12.0
1434,2_3 Demolishers__f007096__t014.jpg,605.8696899,457.9861755,906.8701172,884.6008911,0.745711982,326.4743046,DEM,8,7,10,2.0,1.0,1.0,10.0,8.0,12.0,13.0
1437,2_3 Demolishers__f007276__t014.jpg,669.803833,429.5509338,947.2070923,896.1837769,0.858854175,369.2562745,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
1438,2_3 Demolishers__f007447__t011.jpg,50.93478012,633.2615356,352.0092773,988.0383301,0.853474081,366.8661263,DEM,8,2,8,2.0,1.0,1.0,10.0,3.0,10.0,11.0
1440,2_3 Demolishers__f007456__t014.jpg,650.2001343,507.7693481,925.6193848,931.4252319,0.65515095,354.5231131,DEM,7,5,9,2.0,1.0,1.0,9.0,6.0,10.0,11.0
1441,2_3 Demolishers__f007627__t011.jpg,56.98746109,667.5977783,343.655365,1015.501465,0.88116622,345.6670004,DEM,8,2,8,2.0,1.0,1.0,10.0,3.0,10.0,11.0
1442,2_3 Demolishers__f007634__t001.jpg,343.432251,442.6186829,601.7734375,943.696106,0.91192019,286.6728269,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
1443,2_3 Demolishers__f007636__t014.jpg,710.0753784,546.5675049,917.8063965,970.0653076,0.873042166,325.0167409,DEM,7,5,9,2.0,1.0,1.0,9.0,6.0,10.0,11.0
1444,2_3 Demolishers__f007807__t011.jpg,96.4167099,684.4382935,366.1582336,1047.481079,0.874426186,384.5514425,DEM,7,1,7,2.0,1.0,1.0,9.0,2.0,9.0,10.0
1445,2_3 Demolishers__f007814__t001.jpg,408.6520386,433.0013428,630.8460083,944.102478,0.9088341,338.3018342,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
1447,2_3 Demolishers__f007987__t011.jpg,88.5718689,749.7288208,389.1997986,1077.163574,0.882083952,304.8965382,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
1448,2_3 Demolishers__f007994__t001.jpg,370.4296875,472.427948,617.6652832,989.7566528,0.911200464,347.4880819,DEM,4,5,5,2.0,1.0,1.0,6.0,6.0,8.0,9.0
1450,2_3 Demolishers__f008167__t011.jpg,54.56019592,772.6705322,394.6644897,1101.574341,0.83935982,300.0868184,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
1451,2_3 Demolishers__f008174__t001.jpg,345.6791992,501.3822021,596.8008423,1012.216431,0.912296057,295.4683544,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
1453,2_3 Demolishers__f008354__t001.jpg,327.8028259,526.9918823,567.6027832,1041.277466,0.871973276,243.8579967,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
1456,2_3 Demolishers__f008536__t014.jpg,568.4116821,668.5182495,860.263916,1084.807251,0.792000115,334.1105489,DEM,8,5,10,2.0,1.0,1.0,10.0,6.0,11.0,12.0
1459,2_3 Demolishers__f008716__t014.jpg,638.7134399,642.4099731,867.366272,1050.378906,0.637377024,325.598027,DEM,7,5,9,2.0,1.0,1.0,9.0,6.0,10.0,11.0
1460,2_3 Demolishers__f008887__t011.jpg,130.2228851,429.0743408,357.527771,1103.349243,0.843945801,317.5177765,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
1463,2_3 Demolishers__f009067__t011.jpg,256.4584045,488.9845886,525.6588135,1148.83606,0.878871322,310.7966449,DEM,7,5,9,2.0,1.0,1.0,9.0,6.0,10.0,11.0
1464,2_3 Demolishers__f009076__t014.jpg,667.8900146,637.5377197,879.0262451,1061.296753,0.829091191,323.6404692,DEM,7,5,9,2.0,1.0,1.0,9.0,6.0,10.0,11.0
1468,"2_Demolisher 1,2__f000020__t002.jpg",137.460144,501.673584,250.3844452,950.0374146,0.812660158,927.2255053,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
1469,"2_Demolisher 1,2__f000053__t001.jpg",459.5960693,517.9124756,604.7236938,930.3479004,0.853412926,986.6303562,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
1470,"2_Demolisher 1,2__f000058__t001.jpg",465.6422119,517.78302,607.6416016,925.5787354,0.853655159,1015.300393,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
1471,"2_Demolisher 1,2__f000110__t002.jpg",106.0522156,502.1367798,219.2988434,945.2157593,0.804300249,990.3135444,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
1472,"2_Demolisher 1,2__f000148__t001.jpg",462.5148926,525.7344971,591.7059326,932.1022339,0.782627821,208.8331886,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
1473,"2_Demolisher 1,2__f000171__t002.jpg",139.3696899,389.6231079,255.4424896,843.1413574,0.78447783,178.7154519,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
1474,"2_Demolisher 1,2__f000200__t002.jpg",92.9098053,394.0126038,204.7000885,852.9212646,0.825103521,183.0606617,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
1475,"2_Demolisher 1,2__f000238__t001.jpg",347.467041,380.8633728,478.7408142,798.1494141,0.828840554,361.0688313,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
1476,"2_Demolisher 1,2__f000278__t002.jpg",0.0,339.2964783,57.24170303,809.5802002,0.441782475,305.2880789,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
1477,"2_Demolisher 1,2__f000328__t001.jpg",330.2980957,373.0018921,460.5853577,798.0175781,0.796509147,122.5925071,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
1478,"2_Demolisher 1,2__f000398__t004.jpg",208.5370789,356.2767639,364.9935303,836.8959961,0.833850086,374.4985011,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
1479,"2_Demolisher 1,2__f000486__t004.jpg",230.5909271,460.6980896,368.8729858,913.4794312,0.82435137,604.0613731,DEM,5,1,4,2.0,1.0,1.0,7.0,2.0,7.0,8.0
1480,"2_Demolisher 1,2__f000488__t004.jpg",229.6110687,462.9428406,365.3114929,909.3918457,0.844087958,581.7456582,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
1481,"2_Demolisher 1,2__f000578__t004.jpg",169.9855652,381.7014465,351.8952637,922.9356079,0.859403312,508.9908133,DEM,6,1,6,2.0,1.0,1.0,8.0,2.0,8.0,9.0
1482,"2_Demolisher 1,2__f000591__t004.jpg",109.4849625,296.7219849,327.2180481,921.9907837,0.893145263,407.3287327,DEM,6,1,6,2.0,1.0,1.0,8.0,2.0,8.0,9.0
1483,"2_Demolisher 1,2__f000619__t001.jpg",208.2501068,135.6313171,433.3943787,864.6503296,0.808374584,377.7409024,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
1484,"2_Demolisher 1,2__f000668__t004.jpg",73.66829681,245.6196899,316.3681335,949.5179443,0.871402264,306.1024367,DEM,6,1,6,2.0,1.0,1.0,8.0,2.0,8.0,9.0
1485,"2_Demolisher 1,2__f000724__t009.jpg",603.0358887,656.057373,755.2643433,982.7174072,0.528714955,276.4916995,DEM,7,5,9,2.0,1.0,1.0,9.0,6.0,10.0,11.0
1486,"2_Demolisher 1,2__f000771__t004.jpg",81.56574249,372.7609558,382.1186829,1027.254272,0.877188385,264.4355946,DEM,7,1,7,2.0,1.0,1.0,9.0,2.0,9.0,10.0
1487,"2_Demolisher 1,2__f000799__t009.jpg",605.810791,577.5028076,752.3873901,898.3485107,0.542245865,286.0033998,DEM,8,5,10,2.0,1.0,1.0,10.0,6.0,11.0,12.0
1488,"2_Demolisher 1,2__f000799__t001.jpg",244.9013824,285.0510559,462.6520691,952.6467896,0.703101039,286.0033998,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
1489,"2_Demolisher 1,2__f000813__t009.jpg",583.5057983,582.4168701,768.894043,941.5554199,0.464196295,278.3063484,DEM,8,5,10,2.0,1.0,1.0,10.0,6.0,11.0,12.0
1490,"2_Demolisher 1,2__f000951__t004.jpg",90.61716461,376.7353821,392.9198914,1020.20105,0.847438931,284.0349677,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
1491,"2_Demolisher 1,2__f000979__t001.jpg",211.6005096,276.203949,480.7806396,954.8721313,0.760629773,263.2773668,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
1492,"2_Demolisher 1,2__f001131__t004.jpg",33.14979172,415.3518066,332.9717407,1023.865417,0.612434268,254.1770293,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
1493,"2_Demolisher 1,2__f001293__t012.jpg",96.7094574,388.2913208,419.9047852,1014.620422,0.916034222,293.9474114,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
